20181101 000000;0.882820;0.882860;0.882690;0.882690;0
20181101 000100;0.882700;0.882720;0.882650;0.882710;0
20181101 000200;0.882720;0.882730;0.882710;0.882730;0
20181101 000300;0.882720;0.882760;0.882720;0.882730;0
20181101 000400;0.882730;0.882820;0.882730;0.882810;0
20181101 000500;0.882820;0.882840;0.882770;0.882770;0
20181101 000600;0.882770;0.882770;0.882760;0.882760;0
20181101 000700;0.882750;0.882750;0.882650;0.882680;0
20181101 000800;0.882690;0.882690;0.882650;0.882680;0
20181101 000900;0.882670;0.882750;0.882670;0.882730;0
20181101 001000;0.882720;0.882780;0.882720;0.882780;0
20181101 001100;0.882790;0.882800;0.882770;0.882770;0
20181101 001200;0.882760;0.882830;0.882760;0.882800;0
20181101 001300;0.882810;0.882810;0.882800;0.882800;0
20181101 001400;0.882820;0.882840;0.882790;0.882810;0
20181101 001500;0.882810;0.882810;0.882780;0.882800;0
20181101 001600;0.882790;0.882790;0.882780;0.882780;0
20181101 001700;0.882800;0.882810;0.882800;0.882810;0
20181101 001800;0.882800;0.882800;0.882760;0.882790;0
20181101 001900;0.882780;0.882840;0.882780;0.882830;0
20181101 002000;0.882820;0.882960;0.882810;0.882920;0
20181101 002100;0.882930;0.882930;0.882810;0.882830;0
20181101 002200;0.882820;0.882830;0.882740;0.882830;0
20181101 002300;0.882820;0.882880;0.882810;0.882880;0
20181101 002400;0.882870;0.882870;0.882810;0.882810;0
20181101 002500;0.882800;0.882810;0.882780;0.882780;0
20181101 002600;0.882790;0.882810;0.882740;0.882810;0
20181101 002700;0.882800;0.882850;0.882760;0.882760;0
20181101 002800;0.882750;0.882810;0.882720;0.882810;0
20181101 002900;0.882790;0.882790;0.882740;0.882770;0
20181101 003000;0.882780;0.882800;0.882710;0.882790;0
20181101 003100;0.882770;0.882790;0.882740;0.882750;0
20181101 003200;0.882760;0.882770;0.882750;0.882750;0
20181101 003300;0.882770;0.882810;0.882760;0.882790;0
20181101 003400;0.882800;0.882820;0.882790;0.882810;0
20181101 003500;0.882800;0.882830;0.882780;0.882820;0
20181101 003600;0.882830;0.882860;0.882800;0.882800;0
20181101 003700;0.882810;0.882840;0.882810;0.882840;0
20181101 003800;0.882850;0.882850;0.882810;0.882810;0
20181101 003900;0.882800;0.882810;0.882780;0.882810;0
20181101 004000;0.882820;0.882830;0.882790;0.882820;0
20181101 004100;0.882840;0.882840;0.882810;0.882830;0
20181101 004200;0.882820;0.882860;0.882820;0.882840;0
20181101 004400;0.882850;0.882870;0.882850;0.882860;0
20181101 004500;0.882880;0.882900;0.882850;0.882890;0
20181101 004600;0.882910;0.882970;0.882910;0.882950;0
20181101 004700;0.882940;0.882970;0.882930;0.882930;0
20181101 004800;0.882950;0.882960;0.882930;0.882930;0
20181101 004900;0.882940;0.882990;0.882930;0.882990;0
20181101 005000;0.882990;0.882990;0.882950;0.882960;0
20181101 005100;0.882970;0.882980;0.882960;0.882970;0
20181101 005300;0.882980;0.882980;0.882940;0.882960;0
20181101 005400;0.882940;0.882980;0.882940;0.882960;0
20181101 005500;0.882940;0.882980;0.882930;0.882950;0
20181101 005600;0.882960;0.882970;0.882950;0.882960;0
20181101 005700;0.882940;0.883000;0.882940;0.883000;0
20181101 005800;0.882980;0.883010;0.882960;0.882970;0
20181101 005900;0.882950;0.883020;0.882950;0.882960;0
20181101 010000;0.882970;0.883030;0.882970;0.883020;0
20181101 010100;0.883000;0.883020;0.882940;0.882960;0
20181101 010200;0.882970;0.883030;0.882960;0.882990;0
20181101 010300;0.883010;0.883030;0.882980;0.883030;0
20181101 010400;0.883040;0.883050;0.883030;0.883050;0
20181101 010500;0.883040;0.883050;0.883040;0.883050;0
20181101 010600;0.883070;0.883070;0.883050;0.883060;0
20181101 010700;0.883050;0.883070;0.883040;0.883040;0
20181101 010800;0.883030;0.883060;0.883030;0.883040;0
20181101 010900;0.883020;0.883080;0.883020;0.883060;0
20181101 011000;0.883050;0.883060;0.883040;0.883040;0
20181101 011100;0.883030;0.883050;0.883010;0.883020;0
20181101 011200;0.883030;0.883030;0.883020;0.883030;0
20181101 011300;0.883020;0.883030;0.883020;0.883030;0
20181101 011400;0.883020;0.883040;0.883020;0.883040;0
20181101 011500;0.883030;0.883030;0.882800;0.882930;0
20181101 011600;0.882940;0.882950;0.882900;0.882950;0
20181101 011700;0.882930;0.882980;0.882910;0.882970;0
20181101 011800;0.882960;0.883020;0.882960;0.882990;0
20181101 011900;0.882980;0.883000;0.882950;0.882960;0
20181101 012000;0.882980;0.882990;0.882970;0.882980;0
20181101 012100;0.882970;0.882970;0.882920;0.882960;0
20181101 012200;0.882950;0.882990;0.882950;0.882980;0
20181101 012300;0.882990;0.883030;0.882980;0.883010;0
20181101 012400;0.883000;0.883060;0.882990;0.883050;0
20181101 012500;0.883060;0.883060;0.883020;0.883040;0
20181101 012600;0.883030;0.883030;0.882990;0.883030;0
20181101 012700;0.883040;0.883100;0.883040;0.883100;0
20181101 012800;0.883110;0.883110;0.883080;0.883080;0
20181101 012900;0.883060;0.883060;0.882950;0.883010;0
20181101 013000;0.883020;0.883040;0.883010;0.883020;0
20181101 013100;0.883010;0.883180;0.882890;0.882940;0
20181101 013200;0.882930;0.882970;0.882750;0.882760;0
20181101 013300;0.882760;0.882850;0.882740;0.882820;0
20181101 013400;0.882840;0.882860;0.882750;0.882750;0
20181101 013500;0.882760;0.882780;0.882710;0.882770;0
20181101 013600;0.882750;0.882750;0.882540;0.882620;0
