20180902 170000;0.897360;0.897360;0.897360;0.897360;0
20180902 170100;0.897380;0.897380;0.897280;0.897300;0
20180902 170200;0.897200;0.897210;0.897180;0.897180;0
20180902 170400;0.897170;0.897170;0.897170;0.897170;0
20180902 170500;0.897180;0.897230;0.897180;0.897200;0
20180902 170600;0.897210;0.897250;0.897200;0.897200;0
20180902 170700;0.897210;0.898000;0.897210;0.898000;0
20180902 170800;0.898000;0.898000;0.896990;0.896990;0
20180902 170900;0.897080;0.897110;0.897040;0.897080;0
20180902 171000;0.897080;0.897080;0.897080;0.897080;0
20180902 171100;0.897070;0.897070;0.897070;0.897070;0
20180902 171200;0.897070;0.897070;0.897070;0.897070;0
20180902 171300;0.897150;0.897150;0.897070;0.897070;0
20180902 171400;0.897090;0.897090;0.897090;0.897090;0
20180902 171500;0.897080;0.897420;0.897070;0.897420;0
20180902 171700;0.897350;0.897350;0.897140;0.897220;0
20180902 171800;0.896990;0.896990;0.896900;0.896990;0
20180902 171900;0.897020;0.897100;0.897020;0.897100;0
20180902 172000;0.897310;0.897310;0.897310;0.897310;0
20180902 172100;0.897310;0.897310;0.897140;0.897140;0
20180902 172200;0.897500;0.897500;0.897500;0.897500;0
20180902 172300;0.897500;0.897500;0.897500;0.897500;0
20180902 172500;0.897560;0.897560;0.897500;0.897500;0
20180902 172600;0.897500;0.897500;0.897140;0.897140;0
20180902 172800;0.897140;0.897300;0.897140;0.897300;0
20180902 172900;0.897300;0.897300;0.897300;0.897300;0
20180902 173000;0.897300;0.897300;0.896950;0.897140;0
20180902 173100;0.897210;0.897210;0.897070;0.897070;0
20180902 173200;0.897190;0.897270;0.897190;0.897210;0
20180902 173300;0.897180;0.897180;0.897180;0.897180;0
20180902 173400;0.897350;0.897430;0.897350;0.897430;0
20180902 173600;0.897290;0.897290;0.897080;0.897080;0
20180902 173700;0.897080;0.897150;0.897080;0.897150;0
20180902 173800;0.897150;0.897150;0.897150;0.897150;0
20180902 173900;0.897150;0.897150;0.897150;0.897150;0
20180902 174000;0.897280;0.897280;0.897150;0.897150;0
20180902 174100;0.897280;0.897280;0.897150;0.897280;0
20180902 174200;0.897150;0.897150;0.897150;0.897150;0
20180902 174300;0.896950;0.896950;0.896930;0.896950;0
20180902 174400;0.896930;0.896930;0.896850;0.896850;0
20180902 174600;0.896870;0.896870;0.896850;0.896850;0
20180902 174700;0.896850;0.896850;0.896850;0.896850;0
20180902 174900;0.897060;0.897070;0.896850;0.896850;0
20180902 175100;0.896830;0.897160;0.896830;0.896950;0
20180902 175500;0.896950;0.896950;0.896950;0.896950;0
20180902 175800;0.896950;0.897020;0.896950;0.897020;0
20180902 175900;0.897020;0.897100;0.896950;0.897100;0
20180902 180000;0.897000;0.897190;0.897000;0.897030;0
20180902 180100;0.897030;0.897070;0.897000;0.897000;0
20180902 180200;0.897000;0.897070;0.897000;0.897000;0
20180902 180300;0.897000;0.897030;0.896950;0.896950;0
20180902 180400;0.896990;0.896990;0.896670;0.896870;0
20180902 180500;0.896870;0.896910;0.896790;0.896910;0
20180902 180600;0.896910;0.897110;0.896910;0.897070;0
20180902 180700;0.897070;0.897070;0.896990;0.896990;0
20180902 180800;0.896990;0.896990;0.896750;0.896870;0
20180902 180900;0.896870;0.896870;0.896790;0.896830;0
