20180101 170100;0.888310;0.888310;0.887730;0.887730;0
20180101 170200;0.888000;0.888000;0.888000;0.888000;0
20180101 170300;0.888060;0.888060;0.888060;0.888060;0
20180101 170400;0.888060;0.888060;0.888060;0.888060;0
20180101 170500;0.888180;0.888180;0.888180;0.888180;0
20180101 170600;0.888120;0.888120;0.888120;0.888120;0
20180101 170700;0.887730;0.887730;0.887620;0.887680;0
20180101 170800;0.887700;0.887850;0.887700;0.887850;0
20180101 170900;0.887810;0.887950;0.887810;0.887950;0
20180101 171000;0.887920;0.887920;0.887700;0.887700;0
20180101 171100;0.887730;0.887730;0.887730;0.887730;0
20180101 171200;0.887880;0.887880;0.887880;0.887880;0
20180101 171300;0.887690;0.887690;0.887650;0.887650;0
20180101 171400;0.887870;0.887990;0.887870;0.887990;0
20180101 171500;0.888020;0.888020;0.887630;0.887630;0
20180101 171700;0.887700;0.887700;0.887700;0.887700;0
20180101 171800;0.887600;0.887610;0.887600;0.887610;0
20180101 171900;0.887600;0.887680;0.887600;0.887680;0
20180101 172000;0.887670;0.887710;0.887660;0.887660;0
20180101 172200;0.887560;0.887570;0.887560;0.887560;0
20180101 172300;0.887600;0.887630;0.887600;0.887630;0
20180101 172500;0.887510;0.887650;0.887510;0.887640;0
20180101 172600;0.887630;0.887650;0.887630;0.887630;0
20180101 172700;0.887640;0.887680;0.887620;0.887660;0
20180101 172900;0.887710;0.887720;0.887710;0.887720;0
20180101 173000;0.887780;0.887780;0.887780;0.887780;0
20180101 173100;0.887830;0.887830;0.887760;0.887760;0
20180101 173200;0.887830;0.887830;0.887830;0.887830;0
20180101 173300;0.887860;0.887860;0.887860;0.887860;0
20180101 173400;0.888010;0.888010;0.887860;0.887860;0
20180101 173500;0.887930;0.888100;0.887930;0.888100;0
20180101 173600;0.888060;0.888270;0.888030;0.888070;0
20180101 173700;0.888060;0.888060;0.888040;0.888040;0
20180101 173800;0.888070;0.888070;0.888030;0.888070;0
20180101 173900;0.888080;0.888080;0.888030;0.888050;0
20180101 174000;0.888040;0.888150;0.887990;0.888150;0
20180101 174100;0.888180;0.888310;0.888080;0.888180;0
20180101 174200;0.888210;0.888240;0.888060;0.888080;0
20180101 174300;0.888070;0.888090;0.888030;0.888090;0
20180101 174400;0.888110;0.888190;0.888080;0.888170;0
20180101 174500;0.888190;0.888250;0.888100;0.888110;0
20180101 174600;0.888130;0.888140;0.888090;0.888120;0
20180101 174700;0.888090;0.888190;0.888030;0.888170;0
20180101 174800;0.888210;0.888240;0.888190;0.888190;0
20180101 174900;0.888210;0.888230;0.888130;0.888150;0
20180101 175000;0.888160;0.888350;0.888150;0.888290;0
20180101 175100;0.888230;0.888330;0.888230;0.888310;0
20180101 175200;0.888360;0.888360;0.888190;0.888190;0
20180101 175300;0.888170;0.888410;0.888170;0.888350;0
20180101 175400;0.888340;0.888420;0.888240;0.888300;0
20180101 175500;0.888330;0.888400;0.888320;0.888340;0
20180101 175600;0.888360;0.888380;0.888240;0.888320;0
20180101 175700;0.888350;0.888430;0.888190;0.888200;0
